url,metadata
https://www.youtube.com/watch?v=YJGMeL4mKvk,Closing gaps in alternative protein science | Amy Huang | EA Student Summit 2020
https://www.youtube.com/watch?v=HMvNtHKkQW4,How to help group members make effective career plans | Huw Thomas & Alex Holness-Tofts
https://www.youtube.com/watch?v=5Ls21Nxh_EY,How to help your group members learn more about EA | Will Payne | EA Student Summit 2020
https://www.youtube.com/watch?v=a4-ZDc4rUaQ,Goals for university groups | Joan Gass | EA Student Summit 2020
https://www.youtube.com/watch?v=bXJ6U13SSmA,Decision-making workshop: learn how to make better decisions | Spencer Greenberg
https://www.youtube.com/watch?v=SbhDfo2vt_g,Doing empirical global priorities research: the question of civilizational collapse and recovery
https://www.youtube.com/watch?v=VduntKXoa68,Operations Career Stories | EA Student Summit 2020
https://www.youtube.com/watch?v=rPvrlOnMr9E,Global Health and Development Career Stories | EA Student Summit 2020
https://www.youtube.com/watch?v=12hY3gMBmSI,Animal Research Career Stories | EA Student Summit 2020
https://www.youtube.com/watch?v=zHLB5yuUeNA,Biosecurity Career Story | Dr Tara Kirk Sell | EA Student Summit 2020
https://www.youtube.com/watch?v=FjMqY8hHK7Y,Artificial Intelligence Career Stories | EA Student Summit 2020
https://www.youtube.com/watch?v=uAp9nv2lUSg,Doing good as a student: tradeoffs and project ideas | Claire Zabel | EA Student Summit 2020
https://www.youtube.com/watch?v=GNBIsChKWpc,Decoupling: a technique for reducing bias | David Manley | EA Student Summit 2020
https://www.youtube.com/watch?v=3MBIKdenwCs,Reading groups for global priorities research | David Bernard | EA Student Summit 2020
https://www.youtube.com/watch?v=i_q_PGSe_Yc,How you can make an impact on the EA Forum | Aaron Gertler | EA Student Summit 2020
https://www.youtube.com/watch?v=-ZHzZGeyzSc,Moral standing and cause prioritization | Jason Schukraft | EA Student Summit 2020
https://www.youtube.com/watch?v=pLmLWiP3rR4,"80,000 Hours: Key Ideas | Ben Todd | EA Student Summit 2020"
https://www.youtube.com/watch?v=fySZIYi2goY,"Evidence, cluelessness and the long term | Hilary Greaves | EA Student Summit 2020"
https://www.youtube.com/watch?v=lY9yXCNMpuk,"Ideas for high impact careers beyond 80,000 Hours' priority paths | Arden Koehler"
https://www.youtube.com/watch?v=R6Mzt4GwQnQ,How I think students should orient to AI safety | Buck Shlegeris | EA Student Summit 2020
https://www.youtube.com/watch?v=I7SuKxpR2kY,Lightning talks: global priorities research | EA Student Summit 2020
https://www.youtube.com/watch?v=exHxL3wC9Ng,Doing the most good with a law degree | Cullen O'Keefe | EA Student Summit 2020
https://www.youtube.com/watch?v=GjY5lqdI4tY,"Using ""Back of the Envelope Calculations"" (BOTECs) to prioritize interventions | Zachary Robinson"
https://www.youtube.com/watch?v=jn8eqpMLFlQ,How to build a safe advanced AI (Evan Hubinger) | What's up in AI safety? (Asya Bergal)
https://www.youtube.com/watch?v=PuQKeCev0xM,Gentle Bayesian updating | David Manley | EA Student Summit 2020
https://www.youtube.com/watch?v=5ywq5GztSgM,Getting a career in global development | Tony Senanayake | EA Student Summit
https://www.youtube.com/watch?v=l6yAylvzEXo,Reducing global catastrophic biological risks | Jaime Yassif | EA Student Summit 2020
https://www.youtube.com/watch?v=HhKwBhiB67Q,What happens if you decide to start a charity? | Karolina Sarek & Nikita Patel | EA Student Summit
https://www.youtube.com/watch?v=40WIx9VSMZc,"How to make a difference by pledging to give more, and more effectively | Luke Freeman"
https://www.youtube.com/watch?v=d3aH77cbT5I,How to organize a graduate conference | Jonathan Courtney | EA Student Summit 2020
https://www.youtube.com/watch?v=_U537I75-XU,Outlook on the emerging field of wild animal welfare research | Michelle Graham and Oscar Horta
https://www.youtube.com/watch?v=g-RJ5CDQLNM,Naïve effective altruism and the danger of neglecting psychology | Stefan Schubert
https://www.youtube.com/watch?v=tgzdgbYV1X8,An introduction to global priorities research | Rossa O'Keeffe-O'Donovan | EA Student Summit 2020
https://www.youtube.com/watch?v=XVvqfeAS_Is,Which cause to work on? | Kit Harris | EA Student Summit 2020
https://www.youtube.com/watch?v=1TNB7hezXew,Self-care: balancing sacrifice and renewal | Daniel Kestenholz | EA Student Summit 2020
https://www.youtube.com/watch?v=YyAnncz9vb8,Estimation and forecasting: an overview | Amanda Ngo | EA Student Summit
https://www.youtube.com/watch?v=-ai2OC_Bkrs,How students will lead the alternative protein revolution | Amy Huang | EA Student Summit 2020
https://www.youtube.com/watch?v=n-HCKs-RC_A,"Journalism and accurately communicating EA ideas | Rob Wiblin, Michael Levine, and Kelsey Piper"
https://www.youtube.com/watch?v=iiw_Ff1g1e4,Animal advocacy in a global context | Marianne van der Werf | EAGxVirtual 2020
https://www.youtube.com/watch?v=FdrTMUQdBSg,"Why you (yes, you) should post on the EA Forum | Aaron Gertler | EAGxVirtual 2020"
https://www.youtube.com/watch?v=eTkvtHymI9s,How social science research can inform AI governance | Baobao Zhang | EAGxVirtual 2020
https://www.youtube.com/watch?v=Tqtl-H0b9Nk,Building a diverse and inclusive movement | Julia Wise | Sky Mayhew | EAGxVirtual 2020
https://www.youtube.com/watch?v=BbOHQLrVSX4,Mitigating catastrophic biorisks | Kevin Esvelt | EAGxVirtual 2020
https://www.youtube.com/watch?v=pXHFTaLHJsc&t=773s,Maximise your impact for animals | Jamie Harris | EAGxVirtual 2020
https://www.youtube.com/watch?v=CQ225qpsoOc,Bridging peace and conflict studies and existential risk | Noah Taylor | EAGxVirtual 2020
https://www.youtube.com/watch?v=BbADuyeqwqY,Tools for decision making | Joey Savoie | EAGxVirtual 2020
https://www.youtube.com/watch?v=BXrPIy_yJKM,Project management 101 | Habiba Islam | EAGxVirtual 2020
https://www.youtube.com/watch?v=3SN29D9I_VE,Lightning Talks | EAGxVirtual 2020
https://www.youtube.com/watch?v=4Yexz4rSTbM,COVID-19: GiveDirectly's emergency cash response | Rachel Waddell | EAGxVirtual 2020
https://www.youtube.com/watch?v=SS9DMr4VkbY,Ensuring safety and consistency in the age of machine learning | Chongli Qin | EAGxVirtual 2020
https://www.youtube.com/watch?v=yfBzoCPQ8Kc,An update to our thinking on climate change | Johannes Ackva | EAGxVirtual 2020
https://www.youtube.com/watch?v=6NAibN6M5YM,Persistence and reversibility of wild animal welfare interventions | Simon Liedholm
https://www.youtube.com/watch?v=oFJcvyxpGSo,Reasons you might think human level AI soon is unlikely | Asya Bergal | EAGxVirtual 2020
https://www.youtube.com/watch?v=x3-jQcCJSZA,Doing the most good for animals after COVID-19 | Lewis Bollard | EAGxVirtual 2020
https://www.youtube.com/watch?v=2IrasRtUHO0,Evidence-informed decision making in global health & development | Ruth Levine and Caitlin Tulloch
https://www.youtube.com/watch?v=7JPuLzmYK8o,Fireside chat | Marcus Davis | EAGxVirtual 2020
https://www.youtube.com/watch?v=8mUXThf8Q0k,Finding the most cost-effective ways to improve mental health | Jasper Synowski and Clare Donaldson
https://www.youtube.com/watch?v=vHTWU-_ruoc,Fireside chat | Will MacAskill | EAGxVirtual 2020
https://www.youtube.com/watch?v=W0AEhAreEEA,"The latest advice from 80,000 Hours | Michelle Hutchinson | Arden Koehler | EAGxVirtual 2020"
https://www.youtube.com/watch?v=MODth3y-Vss&t=10s,Strategies to improve political decision-making | Max Stauffer | EAGxVirtual 2020
https://www.youtube.com/watch?v=d7xcrQ_xHrA,Growth and the case against randomista development | Hauke Hillebrandt | EAGxVirtual 2020
https://www.youtube.com/watch?v=_AgUKpAOGQM,Q&A with Toby Ord | EAGxVirtual 2020
https://www.youtube.com/watch?v=Z6eKbH7stWM,Growing meat: A market-based approach to building an ethical food system | Zak Weston
https://www.youtube.com/watch?v=yGFwMA_O4vc,Taking good food global | Richard Parr | EAG Virtual 2020
https://www.youtube.com/watch?v=n3-9Za0rEFA,Identifying opportunities for farmed animals | Leah Garcés | EA Global: Virtual 2020
https://www.youtube.com/watch?v=k8xyUGuFkG4,Q&A with Leah Edgerton | EA Global: Virtual 2020
https://www.youtube.com/watch?v=qNfhG6pTZvM,Q&A with Elie Hassenfeld | EA Global: Virtual 2020
https://www.youtube.com/watch?v=MP4WryyGMlE,Closing Remarks | Will MacAskill | EA Global: Virtual 2020
https://www.youtube.com/watch?v=GVtqg_Kdkko,Opening Talk | Joan Gass | EA Global: Virtual 2020
https://www.youtube.com/watch?v=lfXe1jil9p8,Fireside chat | Toby Ord | EA Global: Virtual 2020
https://www.youtube.com/watch?v=bSTYiIgjgrk,Fireside chat: AI governance | Markus Anderljung & Ben Garfinkel | EA Global: Virtual 2020
https://www.youtube.com/watch?v=095kFEA-jpE,Representing future generations | Tyler John | EA Global: Virtual 2020
https://www.youtube.com/watch?v=CrMIEz_mSJM,The Precipice: existential risk and the future of humanity | Toby Ord | EA Global: Virtual 2020
https://www.youtube.com/watch?v=u2rzKQuzIuw,What’s been happening in AI alignment? | Rohin Shah | EA Global: Virtual 2020
https://www.youtube.com/watch?v=O_xfulydNJg,Facing the risk of nuclear war in the 21st Century | Carl Robichaud | EA Global: Virtual 2020
https://www.youtube.com/watch?v=sfhb1uk9PF0,Finding equilibrium in a difficult time | Julia Wise | EA Global: Virtual 2020
https://www.youtube.com/watch?v=590t-_g5wPU,Is impact investing impactful? | John Halstead | EA Global: London 2019
https://www.youtube.com/watch?v=A-cDcpBuc4Q,"Malaria Consortium: Transforming lives and international development | Christian Rassi, Diana Thomas"
https://www.youtube.com/watch?v=1KNfgEKLPP8,Fireside chat | Bonnie Jenkins | EA Global: London 2019
https://www.youtube.com/watch?v=ZQ8I94y-t9w,DMI: How to put your own charity to the test | Roy Head | EA Global: London 2019
https://www.youtube.com/watch?v=_oBSoTpgHXQ,How the Open Wing Alliance is driving progress worldwide | Alexandria Beck | EA Global: London 2019
https://www.youtube.com/watch?v=Mj1_09k9WWg,Charity Entrepreneurship: Graduate lightning talks | EA Global: London 2019
https://www.youtube.com/watch?v=fdsldr90AWU,Scaling industrial food production in nuclear winter | Jacob Cates | Aron Mill
https://www.youtube.com/watch?v=jb_EeTu8MEw,Growing a sustainable future through cellular agriculture | Kate Krueger | EA Global: London 2019
https://www.youtube.com/watch?v=eMMAJRH94xY,The Precipice: existential risk and the future of humanity | Toby Ord | EA Global: London 2019
https://www.youtube.com/watch?v=6KqjT21fbT8,Rational group decision-making | Mahendra Prasad | EA Global: London 2019
https://www.youtube.com/watch?v=5_Omu7_oUTw,Taking care of our people: Cultivating a supportive organizational culture | David Coman-Hidy
https://www.youtube.com/watch?v=N8ONPfsV_g8,Artificial intelligence and the life sciences | Gopal Sarma | EA Global: London 2019
https://www.youtube.com/watch?v=ldk5DpwUjB0,How to do research that matters | Karolina Sarek | EA Global: London 2019
https://www.youtube.com/watch?v=1u11JRi_9zw,Rethink Priorities: empirical research on neglected causes | Marcus Davis | EA Global: London 2019
https://www.youtube.com/watch?v=zrUAt1foKJE,Are cash transfers the best policy option? | Sam Carter | EA Global: London 2019
https://www.youtube.com/watch?v=xdovZ5Euqh4,Ingredients for building disruptive research teams | Stefan Torges | EA Global: London 2019
https://www.youtube.com/watch?v=11tAzQ6KSJE,Biological aging: A new approach to measuring animal welfare | Will Bradshaw
https://www.youtube.com/watch?v=1mExA_xdgnA,Re-deciphering China’s AI dream | Jeffrey Ding | EA Global: London 2019
https://www.youtube.com/watch?v=xsQgDwXmsyg,Could climate change make Earth uninhabitable for humans? | Niel Bowerman | EA Global: London 2019
https://www.youtube.com/watch?v=umgBOclN8lw,Understanding the gaps between academia and policymaking | Dan Brown | EA Global: London 2019
https://www.youtube.com/watch?v=fQ2qiBBq50Q,The likelihood and severity of a US-Russia nuclear exchange | Luisa Rodriguez
https://www.youtube.com/watch?v=W5_bv_IjIcQ,Can we predictably improve the far future? | Christian Tarsney | EA Global: London 2019
https://www.youtube.com/watch?v=Ll40HYOyVFU,How to start an effective charity | Katherine Savoie | EA Global: London 2019
https://www.youtube.com/watch?v=9GxVIf3FNJk,Defining and unpacking transformative AI | Ross Gruetzemacher | EA Global: London 2019
https://www.youtube.com/watch?v=DBlJMEniJR4,Moral weights in the developing world: IDinsight's Beneficiary Preferences Project | Alice Redfern
https://www.youtube.com/watch?v=vELWCTgA9oA,A utilitarian case for animal rights | Jeff Sebo | EA Global: London 2019
https://www.youtube.com/watch?v=mOufR9vFO_U,Estimating long-term effects without long-term data | David Rhys Bernard | EA Global: London 2019
https://www.youtube.com/watch?v=QKRDp8nUMtk,Open-source learning: A bargaining approach | Jesse Clifton | EA Global: London 2019
https://www.youtube.com/watch?v=T_u1ZBCmkKk,Fireside chat | Will MacAskill | EA Global: London 2019
https://www.youtube.com/watch?v=7tiAghChX5Q,Future Perfect: A year of coverage | Kelsey Piper | EA Global: London 2019
https://www.youtube.com/watch?v=4bSmWboORdw,The evolution of GiveWell's research | James Snowden | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=F8dw_Raprg8,How to replace our broken voting system | Aaron Hamlin | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=-vsYtevJ2bc,Current work in AI alignment | Paul Christiano | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=4u1vnlmLF-0,U.S. ballot initiatives as a pathway for EA policy | Peter Hurford | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=ulLQE3g_KRI,Effective behavior change | Spencer Greenberg | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=Alq0aF7aRYs,Does suffering dominate enjoyment in the animal kingdom? | Zach Groff
https://www.youtube.com/watch?v=Yvd3jnw4fKI,The benefits of starting your own charity | Katriel Friedman | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=9zVHbVQBSoQ&t=194s,"Doing good in an infinite, chaotic world | Hayden Wilkinson | EA Global: San Francisco 2019"
https://www.youtube.com/watch?v=OCAyqV7zqzw,How to build a high-impact career in international development | Joan Gass
https://www.youtube.com/watch?v=VPzvWKOzWjY,How evolution can help us understand wild animal welfare | Michelle Graham
https://www.youtube.com/watch?v=OGasSHoFhO8,Risks from great-power competition | Dani Nedal | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=3qYmLRqemg4,Sino-Western cooperation in AI safety | Brian Tse | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=8M3nIu7GIsA,How can we see the impact of AI strategy research? | Jade Leung | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=7WaiYZLS94M,Training machine learning (ML) systems to answer open-ended questions | Andreas Stuhlmuller
https://www.youtube.com/watch?v=AddUn9BFFkA,Philanthropy timing and the Hinge of History | Phil Trammell | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=RqglnSb8tis,Lessons learned in farm animal welfare | Lewis Bollard | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=TyAozhMr5cU,Lessons from an EA-aligned charity startup | Brendan Eappen | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=sMuP9OldVHc,What animal advocates can learn from medicine and global development | Neil Buddy Shah
https://www.youtube.com/watch?v=_ynoOdCFMzo,Strategic considerations for effective animal advocacy | Leah Edgerton
https://www.youtube.com/watch?v=TbcJuiTnttI,Forecasting research results | Eva Vivalt | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=IyKlgjB_J3w,Fireside chat | Philip Tetlock | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=Ahm5d6OIfv0,Creating a new agricultural revolution | Bruce Friedrich | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=OgI49Q9P2ww,Manufacturing medical countermeasures against catastrophic biothreats | Daniel Gastfriend
https://www.youtube.com/watch?v=JOAleQDJaPg,Climate change deaths increase the social cost of carbon | R. Daniel Bressler
https://www.youtube.com/watch?v=YgkA9D_cKnE,Rejuvenation biotechnology: Will “age” soon cease to mean “aging”? | Aubrey de Grey
https://www.youtube.com/watch?v=C9SukBgSxyE,Sustainable motivation | Helen Toner | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=6T3avq3PSzY&t=582s,Cooperating with future generations: An experimental investigation | Ben Grodeck
https://www.youtube.com/watch?v=vFDL-NxY610,The Windfall Clause: Sharing the benefits of advanced AI | Cullen O’Keefe
https://www.youtube.com/watch?v=yf9Y6sJfgQ0,Clean and plant-based meat in the developing world | Varun Deshpande | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=KxrcoleBU2w,Policy change in low and middle-income countries | Norma Altshuler | EA Global: San Francisco 2019
https://www.youtube.com/watch?v=8AFpAff6pjM,Building organizations | Helen Toner | EAGxBerkeley 2016
https://www.youtube.com/watch?v=MircoV5LKvg,Reframing superintelligence | Eric Drexler | EA Global: London 2018
https://www.youtube.com/watch?v=TWHcK-BNo1w,AI safety needs social scientists | Amanda Askell | EA Global: London 2018
https://www.youtube.com/watch?v=1lqBra8r468,Paretotopian goal alignment | Eric Drexler | EA Global: London 2018
https://www.youtube.com/watch?v=2IMwwAz0qIY,The plurality pandemic (audio with slides) | Aaron Hamlin | EA Global: London 2018
https://www.youtube.com/watch?v=AVDIQvJVhso,Why companies should be leading on AI governance | Jade Leung | EA Global: London 2018
https://www.youtube.com/watch?v=ImFmWHoLes0,Fireside chat | Toby Ord | EA Global: London 2018
https://www.youtube.com/watch?v=GOuQ7gPIU7Q,Promoting welfare biology as the study of wild animal suffering | Oscar Horta
https://www.youtube.com/watch?v=E5wr3u8Gjwg,Against Malaria Foundation: What we do | Rob Mather | EA Global: London 2018
https://www.youtube.com/watch?v=E8PGcoLDjVk,How sure are we about this AI stuff? | Ben Garfinkel | EA Global: London 2018
https://www.youtube.com/watch?v=nuw-V9-blmk,Using evidence for smart impact investing | Alix Peterson Zwane | EA Global: London 2018
https://www.youtube.com/watch?v=FR9lZGKL1Dg,Psychology of existential risk and longtermism | Stefan Schubert | EA Global: London 2018
https://www.youtube.com/watch?v=5K-KuixC_qU,GiveWell Incubation Grants: Learning through grantmaking | Catherine Hollander
https://www.youtube.com/watch?v=iEReGpJp8Ts,Fireside chat | Rachel Glennerster | EA Global: London 2018
https://www.youtube.com/watch?v=wLHh-OOe14k,Eliminating parasitic worm infections | Carolyn Henry | EA Global: London 2018
https://www.youtube.com/watch?v=3kMpkNYvn0E,AB testing foreign aid (audio with slides) | Mitch Riley | EA Global: London 2018
https://www.youtube.com/watch?v=NBf6NYCCDf4,How corporate reform is changing the landscape for animals | Vicky Bond | EA Global: London 2018
https://www.youtube.com/watch?v=796sBx-LjUQ,Highlights | EA Global: London 2018
https://www.youtube.com/watch?v=XWBuPf-eTZc,The Friendship Bench | Dixon Chibanda | EA Global: London 2018
https://www.youtube.com/watch?v=RU168E9fLIM,How to avoid accidentally having a negative impact with your project | Max Dalton | Jonas Vollmer
https://www.youtube.com/watch?v=8UBEAXDqtFE,Loss of industrial civilization and recovery (workshop) | David Denkenberger
https://www.youtube.com/watch?v=nDDLUYuUD4c,From the Neolithic Revolution to the far future (audio with slides) | Rose Hadshar
https://www.youtube.com/watch?v=pFSTY76peXE,When will farm animals experience more utility than suffering? | Scott Weathers
https://www.youtube.com/watch?v=QHERJ1cr17I,"What role might insects play in the future of food? | Nicole Rawling, Nick Rosseau, and Kyle Fish"
https://www.youtube.com/watch?v=EdE_hMaRZPE,Policy makers love their children too | Hiski Haukkala | EA Global: London 2018
https://www.youtube.com/watch?v=zGqt_6_k_KA,Charity Entrepreneurship | Joey Savoie | EA Global: London 2018
https://www.youtube.com/watch?v=32eUd3_xSZw,Risks from great power conflicts | Brian Tse | EA Global: London 2018
https://www.youtube.com/watch?v=qzD9TGM0M2M,Global Priorities Institute: Our 2018 goals and research | EA Global: London 2018
https://www.youtube.com/watch?v=Gz6Q33_nv08,An overview of the Kinder Foundation | Maarten Mulder | EAGxNetherlands 2018
https://www.youtube.com/watch?v=yQF6RSSLipM,Thinking critically about wild animal suffering | Stijn Bruers | EAGxNetherlands 2018
https://www.youtube.com/watch?v=yf9GljlqjI4,An introduction to normative uncertainty | Christian Tarsney | EAGxNetherlands 2018
https://www.youtube.com/watch?v=MJsn-8aj8zg,Complexity science and computational modelling | Max Stauffer | EAGxNetherlands 2018
https://www.youtube.com/watch?v=SpPvPve4qao,Considerations for fundraising in effective altruism | Stefan Torges | EAGxNetherlands 2018
https://www.youtube.com/watch?v=hXhPgpfgorU,Why should effective altruists embrace uncertainty? | Will MacAskill | EA Global: San Francisco 2018
https://www.youtube.com/watch?v=i6w4ME1S4HA,Lightning talks | EA Global: San Francisco 2018
https://www.youtube.com/watch?v=FWvgFZjNe-8,How biology has changed | Tessa Alexanian | EA Global: San Francisco 2018
https://www.youtube.com/watch?v=284_dY3_u6w,Manage your personal autopilot | Duncan Sabien | EA Global: San Francisco 2018
https://www.youtube.com/watch?v=nBQ1LFcsbGU,Do more good in less time: productivity hacks | A.J. Jacobs | EA Global: San Francisco 2018
https://www.youtube.com/watch?v=N5rIGEJH5vM,Planning productivity | Lynette Bye | EA Global: San Francisco 2018
https://www.youtube.com/watch?v=n2TLM1Oixz4,Force multiplication | Tanya Singh | EA Global: San Francisco 2018
https://www.youtube.com/watch?v=ipuKfcB9DhY,Animal advocacy strategies: Technology vs. social change | Kelly Witwicki | Kieran Greig
https://www.youtube.com/watch?v=RDlj2S2DWwQ,Trusting experts | Gregory Lewis and Oliver Habryka | EA Global: San Francisco 2018
https://www.youtube.com/watch?v=lBMy7NnSOPc,Building support for wild animal suffering | Ozy Brennan | Kieran Greig | Abraham Rowe
https://www.youtube.com/watch?v=KwFcb6fqKH0,Open Philanthropy Project update: Biosecurity | Claire Zabel | EA Global: San Francisco 2018
https://www.youtube.com/watch?v=pgiwvmY3brg,The role of existing institutions in AI strategy | Jade Leung | Seth Baum
