url,metadata
http://www.geocities.com/tokyo/courtyard/9155/carosmen.htm,"Arts | Ryen's Anime Page | Personal collection of shitajiki, cards, and cels. Japanese and English text."
http://members.tripod.com/~cheekokr/enter.html,"Arts | Perpetual Fire | Trades and lists wanted cards from Sailor Moon, Clamp, Di Gi Charat, and Inu-Yasha."
http://www.aoihayashi.com/,"Arts | Darla's Home Page | Information and illustrations of dolls, Sailor Moon kirakira cards, and shitajiki."
http://www.geocities.com/shinji_is_my_man/,"Arts | Muraki's Doujinshi Delight | Collection of yaoi and shounen-ai doujinshi and cels from Yami no Matsuei, Rurouni Kenshin, and Card Captor Sakura. Also highlights My Little Ponies."
http://www.cruelangel.net/divinitas/,"Arts | House O' Cards | Anime phonecard collection, listed by series title. Has separate pages for puzzle cards."
http://death_of_ase.tripod.com/dt/twisteddesire.html,Arts | Kestrel at Sempai | Personal collection of Fushigi Yuugi cels and other anime merchandise.
http://www.orchidveil.net/trapdoor/,Arts | Pui | A personal collection displaying anime and manga related shitajiki and telephone cards. Also links to the site owner's weblog.
http://www.geocities.com/roryheadmav/main.html,"Arts | Vin's Collectibles Planet | Personal collection of Kubricks, including Neon Genesis Evangelion and Dr. Slump."
http://www.angelfire.com/anime4/wildefyre/,"Arts | Stayka's Anime Cel and Shitajiki Gallery | Anime cel and shitajiki gallery, focusing on Saint Seiya, B'tX, Fuuma no Kojirou, Dark Kingdom and Bastard."
http://www.yaoiluvr.net,"Arts | Hitoshi Doi | Expert information on merchandise from a variety of shoujo titles. Includes cels, UFO catchers, and telephone and trading cards."
http://www.angelfire.com/goth2/azrael/,"Arts | Dragon Den | Displays pencil boards and cels from a variety of series, including Cowboy Bebop, X, Ranma 1/2, and Himiko-den."
http://m.webring.com/hub?ring=yaoi28,"Arts | Kari's Anime | Cel, pencil board, and UFO catcher galleries."
http://onami.free.fr/,"Arts | Cels.org | Forum, free auction, mailing list, webring, links and an update tracking system for cel sites."
http://www.geocities.com/obsidianblaze/,"Arts | Dozoya Cel Gallery | A and hanken cels from Ah My Goddess, Fushigi Yuugi, Miyazaki, Tenchi Muyo, Ninja Scroll, and Urusei Yatsura."
http://p080.ezboard.com/badragonballyaoirpg,"Arts | Anime Cels Ring | Hosted by Animanga, index of sites."
http://www.pureyaoi.org/,"Arts | Rubberslug | Galleries of user's collections, member information, and cel resources."
http://www.gaytoon-japan.com,"Arts | Cherry Snow | Displays a collection from Cardcaptor Sakura, Fushigi Yugi, and X."
http://www.clubclassic.net/yaoi.html,"Arts | Animezu | Cels from a variety of series, including Blue Seed, Fancy Lala, and Saber Marionette J."
http://www.geocities.com/apple_toh/index.html,"Arts | Kaijufan Cel Gallery | Includes Bubblegun Crisis, Neon Genesis Evangelion, and Slayers cels. Also proposes a grading scale and links to retailers."
http://www.gongaga.com/,"Arts | Key's Little Anime Cel Gallery | Personal collection of cels and genga from series such as Shoujo Kakumei Utena, Violinist of Hameln, and Key the Metal Idol. Also contains reflections on collecting."
http://www.angelfire.com/goth/doujinshi_rapture/,"Arts | E | A collection of Battle Angel/GUNNM, Iczer, Ghibli, and other Japanese cels and art."
http://geocities.com/plugplaymanga/,"Arts | Jenny &amp; Katie's Cels | A personal cel collection featuring Syaoran (Card Captor Sakura), Kei-kun (Marmalade Boy), Killua (Hunter x Hunter), and Daichi (Hime-chan no Ribon)."
http://www.kinu-sekigushi.com/,"Arts | Mark's Anime Cel Gallery | Collection of scans from Dragonball Z, Gundam Wing, Outlaw Star, Tenchi Muyo, and others."
http://www.geocities.com/can_it_be_sin/index_2.html,"Arts | Jen O Rama | Information on collecting, links to resources, and galleries of Gundam Wing, El Hazard, Tenchi Muyo, and Ranma 1/2 cels."
http://community.livejournal.com/jrockyaoi/,"Arts | Animanga.com | Galleries of several collectors' cels from series such as Alice in Cyberspace, Flame of Recca, Wild Seven, and Maison Ikkoku."
http://arachnoid.reverie-noire.com/,Arts | TK's Cel Gallery | Personal collection of El Hazard and Tenchi Muyo cels.
http://totchi.tripod.com/,"Arts | Hanafubuki | Cels from multiple series, including Cowboy Beebop, Lupin III, Sailor Moon, and Mon Colle Knights. Includes wishlist and cels for sale."
http://home.arcor.de/jrock-yaoi/index2.htm,Arts | Dragon_gal's Cel Gallery | Includes cels from Dragonball Z and Saint Seiya. Some cels are for sale.
http://www.dtwins.co.uk/jfic/efiction30/index.php,"Arts | Bottou-chan's Celbook | Heavy emphasis on Flame of Recca, with representation from other series such as Legend of Basara, Yakumo Tatsu, and Sailor Moon."
http://members.tripod.com/starchan/,"Arts | GR Crosscut's Ludicrus Toy Pictures | Humorous picture galleries of Gundam, Transformers and Zoids figures."
http://www.geocities.com/hushie_hush/,"Arts | Raving Toy Maniac | Latest news and columns on Japanese and American toys and action figures, chat room, message boards and online shop."
http://www.cursedmoons.com/,"Arts | The Outer Heaven | Information and image gallery of McFarlane's action figures for Trigun, Akira, Tenchi Muyo and other Japanese Sci-Fi animations."
http://www.worldshaking.net/,Arts | Captain Harlock Toy Page | A showcase of comprehensive personal collection of Captain Harlock toys from around the world.
http://www.shoujoai.com/,Arts | Scrap Heap's MSiA Gundam Gallery | Reviews and picture galleries of Gundam action figures.
http://www.angelfire.com/anime2/yurifics/index.html,Arts | Zoids | Photo gallery of Zoids action figure series.
http://groups.yahoo.com/group/lilypetalsandfallendewdrops/,"Arts | Momonga | Contains information on the Zoids models. Includes Battle Stories, data, and customs."
http://www.privateholes.com/anime/anime-sex/index6.html,"Arts | Cody's Coop | English/Japanese modelling site with galleries of Gundam/Sci-Fi models, figure, and garage kits."
http://www.privateholes.com/anime/anime-asia/index6.html,"Arts | Ultima's Lair | Picture galleries of Gundam and Sci-Fi mecha models, plus fan art on various American comic heros."
http://www.anime-hentai-cartoons.com/,"Arts | Gremlins in the Garage: The Basics of Figure Modelling | An article archive for Gremlins in the Garage, with specifics and broad topics on resin figure modelling."
http://idd00788.eresmas.net/,"Arts | Hobby Fan | A sci-fi anime and mecha scale modeling community with galleries, tutorials, forums, multimedia as well as modelling contests."
http://www.applicot.com/,Arts | Gundam Base | Reviews of Master Grade Gundam models with comprehensive photo galleries.
http://adultcompass.com/avs/0/1/acw/index.html,Arts | The Gundam Model Base | Picture galleries of Gundam models.
http://www.adult-anime-hentai.com/,Arts | Zack's Gundam World | Photo galleries of finished Gundam Wing / Gundam model collections.
http://www.toonsexy.com/content/index.shtml,Arts | Operation V | Gundam model gallery and reviews; Fan submissions are welcome.
http://www.cuntoons.com/erotica/,"Arts | The Gundam-Stop | Information, photos and reviews of Gundam models by series and grades."
http://www.piratemedia.ca/ca/darkest_anime/index.html,"Arts | Sogni di Gundam | Bilingual Italian/English Gundam modelling site with models selected for exhibition in JAFCON, plus useful reference materials and techniques."
http://www.anime-hentai.org/allstars/,Arts | Jermgundam's Gundam Web | Kit bash model gallery and message board. Public submission are welcome.
http://www.sweet18teen.com/xxxhentai/,Arts | Ultima's Lair | Picture galleries of completed Gundam models plus modelling tips.
http://www.sexcitynet.com/sexy-comics/erotic-comics/index.html,"Arts | Kit Bash | Galleries of anime and Gundam models and garage kits, tips on modeling supplies and techniques, and links."
http://www.tentacle-hentai.com/,"Arts | Gamera Baenre's Model Page | Gundam / mecha model galleries, modelling tips and techniques for beginners."
http://anime-hentai.org/fetish/,"Arts | FichtenFoo | Gallery of recently finished models, current projects, and a tutorial on how to assemble kits."
http://www.1001manga.com/mangas/,Arts | Flyby's Mecha Museum | Gundam modelling site featuring a collection of 1/144 models with pictures and write-ups.
http://www.cuntoons.com/,Arts | Senses Lumines | Weblog reviewing Transformers toys and Gundam assembly tips.
http://www.bondagekitty.com/artwork/index.htm,"Arts | Eviljap's Shitajiki and Other Junk | Images of boards the owner has, as well as information on ones the webmaster wants and is willing to trade."
http://premium.hentai-anime-porn.com,"Arts | Sumire's Anime English Index | Quotes the decorative English sentences printed on shitajiki, notebooks, and other consumer products, ranging from the ""comically unfluent"" to the ""bizarrely poetic""."
http://www.sexysailormoon.com/,"Arts | Lola's Shitajiki Cupboard | Scans of boards from anime and manga, want list, and links."
http://www.cartoon-animation.com/,"Arts | Never Enough Shitajiki | Images from the owner's personal collection, plus boards for sale, as well as a want list."
http://www.privateholes.com/anime/hentai/index.html,"Arts | Crazyboy's Shitajiki Collection | Scans of Kimagure Orange Road, Magic Knight Rayearth, and Angel Sanctuary boards."
http://premium.hentai-anime-porn.com/porn/,"Arts | Makino's Shitajiki Collection | Personal collection of Kenshin, Inuyasha, Fushigi Yuugi and other shitajiki. Also has a want list and an extras page."
http://www.cybersexnetwork3.com/hardbodies/bukkake/index.html,"Arts | An Addict's Attic | Personal collection of shitajiki, teleka, clearfiles and artbooks, with a trade and sale section and wishlist. Featured series include Angel Sanctuary, Chobits, and Xenosaga."
http://www.piratemedia.ca/ca/darker_anime/index.html,Arts | The Pencil Board/Shitajiki Webring | Contains information on how to join the webring and index of member sites.
http://www.piratemedia.ca/ca/tentacle_spectacle/index.html,Arts | What the Avant Gardesman Have to Say | Anno Hideaki and Ikuhara Kunihiko discuss the state of the industry. Translated from Newtype Magazine in 1998.
http://www.piratemedia.ca/ca/tokyo_subway_hentai/index.html,"Arts | Alice6 | Official site of writer Chiaki J. Konaka. Profile, interview, and information on The Big O and Digimon Tamers. [Japanese and English]"
http://www.cuntoons.com/comix/,Arts | Anime Academy Profile: Anno Hideaki | Biography and credits.
http://www.piratemedia.ca/ca/hentai_pervert/index.html,"Arts | Ikuniweb | Official site, with profile, list of works, series details, news, and links. [Japanese and English]"
http://www.piratemedia.ca/ca/hentai_boot_camp/index.html,Arts | Anime News Network: Kunihiko Ikuhara Interview | Conducted by Justin Sevakis at the New York Anime Festival in 2000. Topics include Utena and other works.
http://www.piratemedia.ca/ca/hentai_mementos/index.html,"Arts | Nausicaa.net: Hayao Miyazaki | Biography, list of works, personal details, articles, and interviews."
http://www.piratemedia.ca/ca/24_hour_hentai/index.html,Arts | Studio Pierrot | Information on the company and its productions. [Japanese and English]
http://www.piratemedia.ca/ca/anime_bondage_coercion/index.html,"Arts | Production I.G | Projects, services, licensing, company information, and columns. [Japanese and English]"
http://www.piratemedia.ca/ca/anime_explosion/index.html,Arts | Tatsunoko Production | Information on the company's works. [Japanese and English]
http://www.piratemedia.ca/ca/asian_hentai/index.html,"Arts | Anime International Company (AIC) | News, productions, trailers, talent profiles and interviews, forum, and company information. [Japanese, English, Korean, and Chinese Traditional]"
http://www.piratemedia.ca/ca/bukkake_hentai/index.html,"Arts | Gainax | Catalog of works, writer and artist pages, and technical support. [Japanese and English]"
http://www.piratemedia.ca/ca/express_anime/index.html,"Arts | Nausicaa.net | Information about the company and its films, history, virtual tour, staff profiles, merchandise, and details of the Disney-Tokuma deal."
http://www.piratemedia.ca/ca/lucky_sucky/index.html,Arts | Wingsee.com/ghibli | Sections dedicated to the company's films and a message board.
http://www.piratemedia.ca/ca/naughty_anime/index.html,"Arts | Ghibli Museum | Information on the memorial in Mitaka, Japan, including how to get a ticket and how to get there. [English and Italian]"
http://www.piratemedia.ca/ca/nun_hentai/index.html,"Arts | Online Ghibli | News, film information and images, and forum."
http://www.piratemedia.ca/ca/ryoko_hentai/index.html,"Arts | Viz Communications | Information on anime, manga, graphic novels, and merchandise from Viz. With news, profiles and downloads."
http://www.piratemedia.ca/ca/ryoko_hentai_sailormoon/index.html,"Arts | AnimEigo | Anime and Samurai films. Videos, LDs, character goods, images and a chatroom."
http://www.piratemedia.ca/ca/temple_anime/index.html,"Arts | Manga Entertainment | Catalog, online store, newsletter, wallpaper, contests, FAQ, and trailers."
http://www.piratemedia.ca/ca/twilight_hentai/index.html,"Arts | Media Blasters | Distributes mainstream anime as well as live action, monster movies and adult anime. Licensed the well known 'Rurouni Kenshin' anime series."
http://crazyxxx3dworld.com/avs/mummy/index.html,"Arts | Bandai Entertainment | New release information, product announcements, company news and information, product catalog, trailers, and contact information."
http://www.avsheaven.com/animes/tooncity/fnpwarning.html,"Arts | Anime 8 | Image galleries, anime summaries and specialized link pages."
http://www.hentaigalaxy.org/freehentai/main.html,"Arts | Anime Eyes | Includes reviews, specific title guides and link lists."
http://www.animeogre.com/avs/1008aa/fnp.html,"Arts | Anime Agency | Reviews, wallpaper, downloads, links, and polls."
http://www.hentaigalaxy.org/free-hentai-xxx-pictures/all-hentai-porn/,Arts | Anime Palace | Message board and a few links.
http://www.allanimatedtgp.com/avs/cartoonposers/fnp.html,Arts | Arimi's Page of Eternal Cuteness | Images and summaries of Marmalade Boy and Mahou Tsukai Tai.
http://www.avsheaven.com/animes/extremehentai/fnpwarning.html,Arts | Anime Manga Land | Reviews and summaries of various series. Also features wallpaper and MP3s.
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/absolutely-free-hentai-pictures/,"Arts | Anime4ever | Contains information on Card Captor Sakura, Dragon Ball Z, and Digimon."
http://avsheaven.com/animes/fuckeduptoons/fnpwarning.html,Arts | Anime: The Gathering | Pictures and information- Neon Genesis Evangelion and Slayers.
http://www.hentaigalaxy.org/anime-hentai-xxx-pictures/,"Arts | Anime City 3 | Basic information and summaries from series including Yu-Gi-Oh, Gundam, Medabots, and Dragon Ball Z."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/absolutely-nude-anime-girls/,"Arts | Anime Gallery | Gundam Wing and Dragon Ball summaries, character profiles, pictures and animated GIFs."
http://www.avsheaven.com/animes/hentaiharlots/fnpwarning.html,Arts | Archie's Page of Anime | Short summaries and images from Evangelion and Sorcerer Hunters.
http://www.avsheaven.com/animes/hardcoreanime/fnpwarning.html,"Arts | Anime Orbit | Images from Dragon Ball and Gundam, profiles of the webmasters, and links."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/adult-anime-hentai-bondage-pictures/,"Arts | Anrui and Kyorei's Really Cool Site | Fan works, image galleries, series-specific shrines, and links."
http://www.avsheaven.com/animes/kinkyhentai/fnpwarning.html,"Arts | The Anime Room | Battle Angel Alita, a Chinese Ghost Story and Key the Metal Idol images, information and links."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/adult-anime-hentai-lesbian-pictures/,"Arts | Aquaviann's Crystalline Castle | Sailor Moon and Escaflowne images, fan art, anime archetypes, and links."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/adult-anime-hentai-pictures/,"Arts | Andes World | Images, wallpaper, and fan fiction."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/adult-anime-hentai-hardcore-pictures/,"Arts | AnimEdge.net | Information, images and biographies."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/adult-anime-hentai-horror-pictures/,Arts | Anime Xtrme | Fan fiction and pages on Dragon Ball Z and Pokémon.
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/all-uncensored-hentai-art/,"Arts | Animejin | News, information and reviews on various titles."
http://www.hentaigalaxy.org/free-hentai-xxx-pictures/adult-anime-pictures/,"Arts | Anne Onimus | Adoptions, pictures, artwork, quick guide to anime, and links."
http://www.hentaigalaxy.org/free-hentai-xxx-pictures/anime-hentai-pictures/,"Arts | AkaiAme-kun's Anime Info Cavern | Angel Sanctuary, Dragon Ball Z, Fushigi Yuugi, Inu Yasha, Jubei-chan, Lain, Evangelion, Outlaw Star, Ranma, Kenshi, and Weiss Kreuz summaries, images, and character profiles."
http://www.hentaigalaxy.org/free-hentai-xxx-pictures/free-hentai-pictures/,"Arts | Akemi's Anime World | List of commercially released anime, reviews, cast lists, FAQ, glossary, and links."
http://www.hentaigalaxy.org/free-hentai-xxx-pictures/free-hentai-porn/,"Arts | At Anime.Net | Series information, reviews, images, lyrics, wallpaper, fan art, fan fiction, and links."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/best-hentai-anime-manga-cartoons-pictures/,"Arts | Anime Universe | Sections with pictures and profiles from Sailor Moon, Gundam Wing, Dragon Ball Z, Princess Mononoke, and X/1999."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/adult-anime-hentai-manga/,"Arts | Ariel's Paradise | Images from Hana Yori Dango, Card Captor Sakura, and Sailor Moon. Various MP3s, MIDI files, and links."
http://www.hentaigalaxy.org/free-hentai-xxx-pictures/adult-anime-hentai/,"Arts | Anime Underground | Images, downloads, animations, sound files, and general information for Dragon Ball, Tenchi Muyo, Pokémon, and Digimon."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/anime-hentai-porn/,"Arts | Anime Bar | Gundam Wing, Evangelion, Escaflowne, and Outlaw Star character profiles, introductions, and general information."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/anime-porn-pictures/,"Arts | The Anime Shrine | General information, lyrics, and images for multiple anime. Fan fiction, awards, banners, Win Amp skins, and links."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/free-anime-porn/,"Arts | Anime World | Poll, roleplaying game, fan fiction, and links."
http://www.hotsexsites.org/free-anime-hentai-manga-xxx/anime-hentai-art/,"Arts | Aurins Dungeon | Fan art, jokes, images from The Record of Lodoss War, Gundam Wing information, and links."
http://www.hentaionly.com/hentai/,"Arts | Abaddon | Adoptions, jokes, reviews, pictures, fan fiction, and links."
http://www.piratemedia.ca/free/manga/index.html,"Arts | Anime Gtzone | General information, summaries, and images from Dragon Ball and Gundam Wing."
http://www.piratemedia.ca/free/sailor_moon_hentai/index.html,"Arts | Anime Legend (The Legend Lives On) | MIDI files, images and animations, and poll."
http://virtualsexspy.com/avs/03/xis/_sex/index.html,"Arts | @nime Asylum | Weiß Kreuz ""Choose Your Own Adventure"" story, Koka wa Greenwood manga translations and links."
http://www.piratekeg.ca/tentacle_planet/index.html,"Arts | Anime Action | Summaries, character profiles, and images from various anime. Fan works, chat room, RPG, and links."
http://www.anime-free-sex.com/animefuck/,"Arts | Anime Angel's Lair | General information, profiles, opinions, pictures and reviews."
http://www.max-porno.com/adult-sex-cartoons/,"Arts | Anime Evolution | Character profiles, summaries, reviews, and image galleries for multiple anime."
http://www.adultanimepornpicture.com/,"Arts | Anime Foot-Prints | General information, fan works, chat room, and links."
http://www.bigtits-fucking.com/anime/,Arts | The Anime Cafe: The Laws of Anime | Humorous list of scientific-sounding rules and principles that govern anime.
http://www.adultcomics.cz/,"Arts | Anime An-nai | Sections on Digimon, Pokémon, Magic Knight Rayearth, Fushigi Yuugi, and Sakura Taisen."
http://www.lesbiansexorgies.com/anime-picture/index.html,"Arts | Anime Admirers | Information and images from anime including Card Captor Sakura, Digimon, Flint the Time Detective, Medabots, and Zoids."
http://www.hentagon.com/bdsm/,"Arts | Anime Girlky | Sections on Fushigi Yuugi, Dragon Ball, Ranma, Ah My Goddess, and Marmalade Boy. Character profiles and pictures."
http://users.belgacom.net/m.verhagen/maniax/index.html,"Arts | Zoids Universe | Offers sections on Zoids and Yu-Gi-Oh. Episode guide, profiles, and images."
http://www.cartoons3d.com/,"Arts | Archen's Anime Page | Series information, reviews, and image galleries for several titles. Also offers anime-related programs for download."
http://www.angelswife.com/cmg/cartoon-hentai/,"Arts | Aelina and Sphinikmon's Digi-world | Fan art and fiction, character information, quizzes, and links. Works from Digimon, Sonic the Hedgehog, and Oh My Goddess."
http://www.cartoon-sluts.com/carnal/index.htm,"Arts | SailorClef's MissingNo | Information on the glitch Pokemon MissingNo and the rumored ""Pokegods"""
